(0, 13, 1)
(0, 14, 1)
(0, 15, 5)
(0, 16, 7)
(1, 13, 2)
(1, 14, 5)
(1, 15, 34)
(2, 13, 6)
(2, 14, 12)
(2, 15, 48)
(3, 10, 1)
(3, 12, 1)
(3, 13, 8)
(3, 14, 19)
(3, 15, 60)
(4, 12, 2)
(4, 13, 12)
(4, 14, 45)
(4, 15, 83)
(4, 16, 1)
(5, 12, 3)
(5, 13, 18)
(5, 14, 70)
(5, 15, 84)
(5, 16, 1)
(6, 12, 5)
(6, 13, 31)
(6, 14, 83)
(6, 15, 84)
(7, 9, 1)
(7, 12, 6)
(7, 13, 34)
(7, 14, 104)
(7, 15, 64)
(8, 9, 1)
(8, 12, 8)
(8, 13, 39)
(8, 14, 112)
(8, 15, 65)
(9, 8, 1)
(9, 9, 1)
(9, 12, 11)
(9, 13, 49)
(9, 14, 137)
(9, 15, 67)
(10, 8, 1)
(10, 9, 1)
(10, 12, 13)
(10, 13, 51)
(10, 14, 155)
(10, 15, 61)
(11, 8, 1)
(11, 9, 1)
(11, 11, 2)
(11, 12, 14)
(11, 13, 58)
(11, 14, 174)
(11, 15, 58)
(12, 8, 1)
(12, 9, 1)
(12, 10, 1)
(12, 11, 2)
(12, 12, 19)
(12, 13, 65)
(12, 14, 192)
(12, 15, 56)
(13, 8, 1)
(13, 9, 2)
(13, 10, 1)
(13, 11, 3)
(13, 12, 22)
(13, 13, 73)
(13, 14, 196)
(13, 15, 58)
(14, 8, 1)
(14, 9, 4)
(14, 10, 2)
(14, 11, 3)
(14, 12, 26)
(14, 13, 80)
(14, 14, 207)
(14, 15, 53)
(15, 8, 1)
(15, 9, 4)
(15, 10, 2)
(15, 11, 5)
(15, 12, 28)
(15, 13, 88)
(15, 14, 206)
(15, 15, 49)
(16, 8, 1)
(16, 9, 4)
(16, 10, 3)
(16, 11, 5)
(16, 12, 32)
(16, 13, 96)
(16, 14, 230)
(16, 15, 46)
(17, 8, 1)
(17, 9, 5)
(17, 10, 3)
(17, 11, 4)
(17, 12, 39)
(17, 13, 108)
(17, 14, 238)
(17, 15, 51)
(18, 8, 1)
(18, 9, 5)
(18, 10, 4)
(18, 11, 5)
(18, 12, 43)
(18, 13, 120)
(18, 14, 241)
(18, 15, 53)
(19, 8, 1)
(19, 9, 5)
(19, 10, 4)
(19, 11, 6)
(19, 12, 50)
(19, 13, 135)
(19, 14, 254)
(19, 15, 49)
