(0, 14, 2)
(0, 15, 15)
(0, 16, 2)
(1, 14, 13)
(1, 15, 37)
(1, 16, 3)
(2, 13, 3)
(2, 14, 18)
(2, 15, 55)
(2, 16, 1)
(3, 12, 1)
(3, 13, 6)
(3, 14, 28)
(3, 15, 69)
(4, 13, 8)
(4, 14, 39)
(4, 15, 60)
(5, 12, 1)
(5, 13, 11)
(5, 14, 51)
(5, 15, 72)
(6, 8, 1)
(6, 11, 3)
(6, 12, 2)
(6, 13, 15)
(6, 14, 58)
(6, 15, 70)
(7, 8, 1)
(7, 10, 3)
(7, 11, 2)
(7, 12, 2)
(7, 13, 18)
(7, 14, 70)
(7, 15, 76)
(8, 8, 1)
(8, 10, 5)
(8, 11, 1)
(8, 12, 3)
(8, 13, 26)
(8, 14, 90)
(8, 15, 67)
(9, 8, 1)
(9, 10, 4)
(9, 11, 1)
(9, 12, 3)
(9, 13, 36)
(9, 14, 112)
(9, 15, 62)
(10, 8, 1)
(10, 10, 1)
(10, 11, 2)
(10, 12, 1)
(10, 13, 42)
(10, 14, 137)
(10, 15, 60)
(11, 8, 1)
(11, 11, 3)
(11, 12, 4)
(11, 13, 48)
(11, 14, 154)
(11, 15, 53)
(12, 11, 6)
(12, 12, 6)
(12, 13, 53)
(12, 14, 168)
(12, 15, 52)
(13, 11, 6)
(13, 12, 8)
(13, 13, 61)
(13, 14, 181)
(13, 15, 56)
(14, 6, 1)
(14, 11, 6)
(14, 12, 15)
(14, 13, 73)
(14, 14, 196)
(14, 15, 51)
(15, 6, 1)
(15, 8, 1)
(15, 11, 6)
(15, 12, 22)
(15, 13, 80)
(15, 14, 213)
(15, 15, 46)
(16, 6, 1)
(16, 8, 1)
(16, 9, 1)
(16, 10, 1)
(16, 11, 6)
(16, 12, 24)
(16, 13, 91)
(16, 14, 216)
(16, 15, 41)
(17, 6, 1)
(17, 8, 1)
(17, 9, 1)
(17, 10, 1)
(17, 11, 7)
(17, 12, 23)
(17, 13, 98)
(17, 14, 220)
(17, 15, 43)
(18, 6, 1)
(18, 8, 1)
(18, 9, 1)
(18, 10, 1)
(18, 11, 10)
(18, 12, 27)
(18, 13, 116)
(18, 14, 238)
(18, 15, 43)
(19, 6, 1)
(19, 8, 1)
(19, 9, 2)
(19, 10, 1)
(19, 11, 10)
(19, 12, 37)
(19, 13, 130)
(19, 14, 238)
(19, 15, 37)
