(5, 16, 1)
(5, 17, 1)
(5, 18, 1)
(5, 19, 1)
(6, 0, 700)
(6, 1, 700)
(6, 2, 699)
(6, 3, 691)
(6, 4, 686)
(6, 5, 681)
(6, 6, 670)
(6, 7, 655)
(6, 8, 632)
(6, 9, 592)
(6, 10, 545)
(6, 11, 452)
(6, 12, 267)
(6, 13, 85)
(6, 14, 8)
(6, 15, 1)
(6, 16, 1)
(6, 17, 1)
(6, 18, 1)
(6, 19, 1)
(7, 0, 800)
(7, 1, 800)
(7, 2, 799)
(7, 3, 786)
(7, 4, 779)
(7, 5, 773)
(7, 6, 759)
(7, 7, 740)
(7, 8, 706)
(7, 9, 663)
(7, 10, 610)
(7, 11, 496)
(7, 12, 283)
(7, 13, 87)
(7, 14, 7)
(7, 15, 1)
(7, 16, 1)
(7, 17, 1)
(7, 18, 1)
(7, 19, 1)
(8, 0, 900)
(8, 1, 900)
(8, 2, 899)
(8, 3, 884)
(8, 4, 872)
(8, 5, 866)
(8, 6, 848)
(8, 7, 827)
(8, 8, 794)
(8, 9, 746)
(8, 10, 685)
(8, 11, 546)
(8, 12, 306)
(8, 13, 84)
(8, 14, 5)
(8, 15, 1)
(8, 16, 1)
(8, 17, 1)
(8, 18, 1)
(8, 19, 1)
(9, 0, 1000)
(9, 1, 1000)
(9, 2, 995)
(9, 3, 978)
(9, 4, 964)
(9, 5, 958)
(9, 6, 936)
(9, 7, 911)
(9, 8, 879)
(9, 9, 825)
(9, 10, 756)
(9, 11, 590)
(9, 12, 324)
(9, 13, 83)
(9, 14, 3)
(9, 15, 1)
(9, 16, 1)
(9, 17, 1)
(9, 18, 1)
(9, 19, 1)
(10, 0, 1100)
(10, 1, 1100)
(10, 2, 1093)
(10, 3, 1071)
(10, 4, 1054)
(10, 5, 1046)
(10, 6, 1023)
(10, 7, 993)
(10, 8, 958)
(10, 9, 894)
(10, 10, 808)
(10, 11, 625)
(10, 12, 338)
(10, 13, 90)
(10, 14, 2)
(10, 15, 1)
(10, 16, 1)
(10, 17, 1)
(10, 18, 1)
(10, 19, 1)
(11, 0, 1200)
(11, 1, 1200)
(11, 2, 1190)
(11, 3, 1165)
(11, 4, 1147)
(11, 5, 1134)
(11, 6, 1112)
(11, 7, 1079)
(11, 8, 1038)
(11, 9, 969)
(11, 10, 868)
(11, 11, 667)
(11, 12, 356)
(11, 13, 98)
(11, 14, 2)
(11, 15, 1)
(11, 16, 1)
(11, 17, 1)
(11, 18, 1)
(11, 19, 1)
(12, 0, 1300)
(12, 1, 1300)
(12, 2, 1288)
(12, 3, 1261)
(12, 4, 1243)
(12, 5, 1227)
(12, 6, 1200)
(12, 7, 1164)
(12, 8, 1121)
(12, 9, 1049)
(12, 10, 932)
(12, 11, 699)
(12, 12, 375)
(12, 13, 107)
(12, 14, 1)
(12, 15, 1)
(12, 16, 1)
(12, 17, 1)
(12, 18, 1)
(12, 19, 1)
(13, 0, 1400)
(13, 1, 1400)
(13, 2, 1386)
(13, 3, 1358)
(13, 4, 1340)
(13, 5, 1323)
(13, 6, 1292)
(13, 7, 1252)
(13, 8, 1204)
(13, 9, 1121)
(13, 10, 992)
(13, 11, 746)
(13, 12, 383)
(13, 13, 109)
(13, 14, 1)
(13, 15, 1)
(13, 16, 1)
(13, 17, 1)
(13, 18, 1)
(13, 19, 1)
(14, 0, 1500)
(14, 1, 1499)
(14, 2, 1480)
(14, 3, 1448)
(14, 4, 1429)
(14, 5, 1412)
(14, 6, 1374)
(14, 7, 1326)
(14, 8, 1276)
(14, 9, 1185)
(14, 10, 1040)
(14, 11, 774)
(14, 12, 385)
(14, 13, 107)
(14, 14, 1)
(14, 15, 1)
(14, 16, 1)
(14, 17, 1)
(14, 18, 1)
(14, 19, 1)
(15, 0, 1600)
(15, 1, 1599)
(15, 2, 1578)
(15, 3, 1542)
(15, 4, 1523)
(15, 5, 1500)
(15, 6, 1459)
(15, 7, 1404)
(15, 8, 1346)
(15, 9, 1245)
(15, 10, 1087)
(15, 11, 798)
(15, 12, 399)
(15, 13, 110)
(15, 14, 1)
(15, 15, 1)
(15, 16, 1)
(15, 17, 1)
(15, 18, 1)
(15, 19, 1)
(16, 0, 1700)
(16, 1, 1699)
(16, 2, 1675)
(16, 3, 1637)
(16, 4, 1618)
(16, 5, 1595)
(16, 6, 1553)
(16, 7, 1493)
(16, 8, 1428)
(16, 9, 1317)
(16, 10, 1149)
(16, 11, 835)
(16, 12, 404)
(16, 13, 102)
(16, 14, 1)
(16, 15, 1)
(16, 16, 1)
(16, 17, 1)
(16, 18, 1)
(16, 19, 1)
(17, 0, 1800)
(17, 1, 1799)
(17, 2, 1771)
(17, 3, 1731)
(17, 4, 1710)
(17, 5, 1687)
(17, 6, 1643)
(17, 7, 1579)
(17, 8, 1508)
(17, 9, 1392)
(17, 10, 1213)
(17, 11, 863)
(17, 12, 419)
(17, 13, 97)
(17, 14, 1)
(17, 15, 1)
(17, 16, 1)
(17, 17, 1)
(17, 18, 1)
(17, 19, 1)
(18, 0, 1900)
(18, 1, 1899)
(18, 2, 1869)
(18, 3, 1826)
(18, 4, 1806)
(18, 5, 1782)
(18, 6, 1733)
(18, 7, 1670)
(18, 8, 1594)
(18, 9, 1471)
(18, 10, 1270)
(18, 11, 904)
(18, 12, 433)
(18, 13, 94)
(18, 14, 1)
(18, 15, 1)
(18, 16, 1)
(18, 17, 1)
(18, 18, 1)
(18, 19, 1)
(19, 0, 2000)
(19, 1, 1999)
(19, 2, 1967)
(19, 3, 1923)
(19, 4, 1901)
(19, 5, 1875)
(19, 6, 1821)
(19, 7, 1758)
(19, 8, 1682)
(19, 9, 1550)
(19, 10, 1334)
(19, 11, 936)
(19, 12, 434)
(19, 13, 96)
(19, 14, 2)
(19, 15, 1)
(19, 16, 1)
(19, 17, 1)
(19, 18, 1)
(19, 19, 1)
