(0, 0, 100)
(0, 1, 100)
(0, 2, 99)
(0, 3, 99)
(0, 4, 99)
(0, 5, 99)
(0, 6, 99)
(0, 7, 97)
(0, 8, 94)
(0, 9, 91)
(0, 10, 91)
(0, 11, 88)
(0, 12, 79)
(0, 13, 57)
(0, 14, 26)
(0, 15, 1)
(0, 16, 1)
(0, 17, 1)
(0, 18, 1)
(0, 19, 1)
(1, 0, 200)
(1, 1, 200)
(1, 2, 199)
(1, 3, 198)
(1, 4, 197)
(1, 5, 196)
(1, 6, 193)
(1, 7, 190)
(1, 8, 187)
(1, 9, 181)
(1, 10, 175)
(1, 11, 156)
(1, 12, 131)
(1, 13, 83)
(1, 14, 24)
(1, 15, 1)
(1, 16, 1)
(1, 17, 1)
(1, 18, 1)
(1, 19, 1)
(2, 0, 300)
(2, 1, 300)
(2, 2, 299)
(2, 3, 298)
(2, 4, 295)
(2, 5, 292)
(2, 6, 288)
(2, 7, 282)
(2, 8, 279)
(2, 9, 270)
(2, 10, 258)
(2, 11, 224)
(2, 12, 174)
(2, 13, 104)
(2, 14, 22)
(2, 15, 1)
(2, 16, 1)
(2, 17, 1)
(2, 18, 1)
(2, 19, 1)
(3, 0, 400)
(3, 1, 400)
(3, 2, 399)
(3, 3, 396)
(3, 4, 390)
(3, 5, 387)
(3, 6, 382)
(3, 7, 372)
(3, 8, 364)
(3, 9, 345)
(3, 10, 326)
(3, 11, 274)
(3, 12, 203)
(3, 13, 108)
(3, 14, 17)
(3, 15, 1)
(3, 16, 1)
(3, 17, 1)
(3, 18, 1)
(3, 19, 1)
(4, 0, 500)
(4, 1, 500)
(4, 2, 498)
(4, 3, 490)
(4, 4, 483)
(4, 5, 479)
(4, 6, 473)
(4, 7, 459)
(4, 8, 445)
(4, 9, 425)
(4, 10, 395)
(4, 11, 330)
(4, 12, 242)
(4, 13, 108)
(4, 14, 12)
(4, 15, 1)
(4, 16, 1)
(4, 17, 1)
(4, 18, 1)
(4, 19, 1)
(5, 0, 600)
(5, 1, 600)
(5, 2, 598)
(5, 3, 589)
(5, 4, 581)
(5, 5, 575)
(5, 6, 566)
(5, 7, 551)
(5, 8, 535)
(5, 9, 508)
(5, 10, 469)
(5, 11, 389)
(5, 12, 279)
(5, 13, 114)
(5, 14, 13)
(5, 15, 1)
